OrderID,OrderDate,Region,State,Segment,ShipMode,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit
ORD-2023-1103,2023-02-15,East,Massachusetts,Consumer,Standard Class,Technology,Copiers,7,1045.18,0.15,6448.92,490.15
ORD-2023-1103,2023-02-15,East,Massachusetts,Consumer,Standard Class,Technology,Copiers,4,1318.00,0.20,4373.65,-15.92
ORD-2023-1104,2023-02-19,South,Georgia,Consumer,First Class,Office Supplies,Storage,4,195.04,0.15,687.67,-20.97
ORD-2023-1104,2023-02-19,South,Georgia,Consumer,First Class,Furniture,Tables,1,191.67,0.00,198.76,-8.06
ORD-2023-1105,2023-02-23,West,Washington,Corporate,Standard Class,Office Supplies,Art,2,11.37,0.00,23.58,6.27
ORD-2023-1105,2023-02-23,West,Washington,Corporate,Standard Class,Furniture,Tables,5,230.79,0.00,1196.65,-95.82
ORD-2023-1105,2023-02-23,West,Washington,Corporate,Standard Class,Furniture,Bookcases,1,471.67,0.00,489.12,-9.08
ORD-2023-1106,2023-02-27,East,Pennsylvania,Home Office,Standard Class,Office Supplies,Labels,1,39.01,0.30,28.32,1.41
ORD-2023-1107,2023-03-03,Central,Texas,Home Office,Standard Class,Office Supplies,Labels,7,28.55,0.00,243.82,89.15
ORD-2023-1107,2023-03-03,Central,Texas,Home Office,Standard Class,Office Supplies,Labels,4,12.26,0.00,59.83,19.17
ORD-2023-1107,2023-03-03,Central,Texas,Home Office,Standard Class,Furniture,Bookcases,3,231.01,0.00,845.50,-23.64
ORD-2023-1108,2023-03-07,West,Oregon,Consumer,Standard Class,Office Supplies,Appliances,4,147.98,0.15,613.82,4.93
ORD-2023-1108,2023-03-07,West,Oregon,Consumer,Standard Class,Office Supplies,Binders,7,47.80,0.10,367.39,62.39
ORD-2023-1109,2023-03-11,East,New York,Corporate,Standard Class,Office Supplies,Appliances,1,100.39,0.00,122.48,11.80
ORD-2023-1109,2023-03-11,East,New York,Corporate,Standard Class,Furniture,Tables,6,242.65,0.20,1420.96,-382.63
ORD-2023-1109,2023-03-11,East,New York,Corporate,Standard Class,Technology,Accessories,5,153.15,0.00,934.22,173.50
ORD-2023-1110,2023-03-15,Central,Texas,Consumer,Second Class,Technology,Accessories,5,63.29,0.15,328.16,2.80
ORD-2023-1110,2023-03-15,Central,Texas,Consumer,Second Class,Office Supplies,Paper,5,8.62,0.00,52.58,14.20
ORD-2023-1111,2023-03-19,West,Oregon,Corporate,Standard Class,Office Supplies,Labels,2,21.20,0.00,51.73,19.91
ORD-2023-1111,2023-03-19,West,Oregon,Corporate,Standard Class,Technology,Accessories,6,137.44,0.15,855.15,16.61
ORD-2023-1111,2023-03-19,West,Oregon,Corporate,Standard Class,Office Supplies,Paper,3,14.17,0.00,51.86,16.96
ORD-2023-1112,2023-03-23,Central,Texas,Consumer,First Class,Office Supplies,Storage,7,101.17,0.10,777.59,26.24
ORD-2023-1112,2023-03-23,Central,Texas,Consumer,First Class,Office Supplies,Paper,5,46.34,0.00,282.67,91.32
ORD-2023-1112,2023-03-23,Central,Texas,Consumer,First Class,Technology,Machines,1,390.21,0.15,404.65,-25.77
ORD-2023-1113,2023-03-27,West,Washington,Corporate,Second Class,Office Supplies,Storage,4,155.72,0.00,759.91,79.97
ORD-2023-1114,2023-03-31,South,Florida,Corporate,First Class,Office Supplies,Binders,6,57.86,0.00,423.54,109.28
ORD-2023-1114,2023-03-31,South,Florida,Corporate,First Class,Office Supplies,Appliances,6,178.24,0.10,1174.25,14.12
ORD-2023-1115,2023-04-04,West,Oregon,Consumer,Second Class,Furniture,Bookcases,3,480.71,0.00,1759.40,-43.14
ORD-2023-1115,2023-04-04,West,Oregon,Consumer,Second Class,Office Supplies,Art,5,42.97,0.20,209.69,7.99
ORD-2023-1115,2023-04-04,West,Oregon,Consumer,Second Class,Technology,Machines,4,1677.09,0.15,6956.57,-876.41
ORD-2023-1116,2023-04-08,East,Massachusetts,Corporate,Second Class,Office Supplies,Appliances,1,175.81,0.10,193.04,4.71
ORD-2023-1116,2023-04-08,East,Massachusetts,Corporate,Second Class,Furniture,Tables,2,642.42,0.00,1567.50,-126.01
ORD-2023-1116,2023-04-08,East,Massachusetts,Corporate,Second Class,Furniture,Bookcases,3,549.31,0.00,2010.47,41.98
ORD-2023-1117,2023-04-12,South,Florida,Consumer,Standard Class,Office Supplies,Storage,1,234.93,0.00,286.61,25.89
ORD-2023-1117,2023-04-12,South,Florida,Consumer,Standard Class,Office Supplies,Storage,3,170.79,0.15,531.33,-30.36
ORD-2023-1118,2023-04-16,West,Oregon,Consumer,Second Class,Furniture,Bookcases,2,360.75,0.00,880.23,26.05
ORD-2023-1118,2023-04-16,West,Oregon,Consumer,Second Class,Furniture,Tables,2,688.81,0.15,1428.59,-307.22
ORD-2023-1118,2023-04-16,West,Oregon,Consumer,Second Class,Office Supplies,Art,6,34.36,0.00,251.52,53.92
ORD-2023-1119,2023-04-20,South,Georgia,Consumer,Standard Class,Office Supplies,Art,6,19.51,0.20,114.25,6.23
ORD-2023-1119,2023-04-20,South,Georgia,Consumer,Standard Class,Furniture,Furnishings,7,70.94,0.00,605.83,79.67
ORD-2023-1120,2023-04-24,West,Oregon,Corporate,Same Day,Office Supplies,Paper,5,34.64,0.40,126.78,-3.59
ORD-2023-1121,2023-04-28,Central,Michigan,Consumer,Standard Class,Office Supplies,Paper,2,15.09,,29.46,5.09
ORD-2023-1121,2023-04-28,Central,Michigan,Consumer,Standard Class,Technology,Phones,3,265.39,0.40,582.80,-139.67
ORD-2023-1121,2023-04-28,Central,Michigan,Consumer,Standard Class,Technology,Accessories,1,119.55,0.20,116.68,-0.06
ORD-2023-1122,2023-05-02,Central,Michigan,Consumer,Second Class,Office Supplies,Labels,5,22.66,0.10,124.40,34.28
ORD-2023-1122,2023-05-02,Central,Michigan,Consumer,Second Class,Furniture,Tables,2,751.99,0.15,1559.63,-260.87
ORD-2023-1122,2023-05-02,Central,Michigan,Consumer,Second Class,Technology,Copiers,2,1971.49,0.00,4810.44,827.21
ORD-2023-1123,2023-05-06,West,Oregon,Consumer,Standard Class,Technology,Phones,6,664.12,0.10,4375.22,147.61
ORD-2023-1123,2023-05-06,West,Oregon,Consumer,Standard Class,Furniture,Furnishings,5,74.25,0.00,452.93,80.86
ORD-2023-1124,2023-05-10,East,Pennsylvania,Home Office,First Class,Technology,Machines,2,1674.96,0.00,4086.90,103.10
ORD-2023-1124,2023-05-10,East,Pennsylvania,Home Office,First Class,Technology,Machines,4,541.04,0.30,1848.19,-361.08
ORD-2023-1125,2023-05-14,East,Pennsylvania,Corporate,Second Class,Furniture,Tables,6,180.46,0.10,1188.87,-190.58
ORD-2023-1125,2023-05-14,East,Pennsylvania,Corporate,Second Class,Furniture,Furnishings,1,96.54,0.00,117.78,11.33
ORD-2023-1125,2023-05-14,East,Pennsylvania,Corporate,Second Class,Technology,Accessories,3,99.01,0.00,362.38,68.97
ORD-2023-1126,2023-05-18,South,Georgia,Consumer,First Class,Office Supplies,Art,3,6.95,0.00,25.44,6.00
ORD-2023-1126,2023-05-18,South,Georgia,Consumer,First Class,Technology,Copiers,3,1098.38,0.00,4020.07,876.42
ORD-2023-1127,2023-05-22,West,Oregon,Corporate,First Class,Office Supplies,Storage,6,133.43,0.15,830.20,-42.10
ORD-2023-1128,2023-05-26,West,California,Consumer,Standard Class,Office Supplies,Paper,2,34.29,0.00,83.67,25.42
ORD-2023-1129,2023-05-30,West,California,Corporate,Same Day,Technology,Accessories,6,177.43,0.15,1103.97,30.34
ORD-2023-1129,2023-05-30,West,California,Corporate,Same Day,Technology,Copiers,2,922.26,0.00,2250.31,562.42
ORD-2023-1129,2023-05-30,West,California,Corporate,Same Day,Furniture,Tables,6,740.39,0.00,5419.65,-377.23
ORD-2023-1130,2023-06-03,South,Florida,Consumer,Standard Class,Office Supplies,Binders,5,34.80,0.00,212.28,61.97
ORD-2023-1130,2023-06-03,South,Florida,Consumer,Standard Class,Office Supplies,Appliances,5,524.02,0.10,2876.87,180.57
ORD-2023-1131,2023-06-07,West,California,Consumer,First Class,Technology,Copiers,4,1229.10,0.00,5998.01,1142.76
ORD-2023-1132,2023-06-11,West,Oregon,Consumer,Second Class,Furniture,Furnishings,2,166.72,0.00,406.80,48.43
ORD-2023-1132,2023-06-11,West,Oregon,Consumer,Second Class,Technology,Machines,7,1581.82,0.00,13508.74,1288.30
ORD-2023-1133,2023-06-15,East,Pennsylvania,Consumer,Second Class,Furniture,Furnishings,5,59.48,0.00,362.83,36.63
ORD-2023-1134,2023-06-19,South,Florida,Corporate,First Class,Office Supplies,Art,1,17.44,0.00,21.28,4.79
ORD-2023-1135,2023-06-23,Central,Michigan,Consumer,First Class,Office Supplies,Labels,4,17.06,0.30,58.28,5.17
ORD-2023-1135,2023-06-23,Central,Michigan,Consumer,First Class,Office Supplies,Storage,4,36.10,0.00,176.17,15.77
ORD-2023-1135,2023-06-23,Central,Michigan,Consumer,First Class,Technology,Accessories,4,89.28,0.00,435.69,89.53
ORD-2023-1136,2023-06-27,East,New York,Consumer,Second Class,Office Supplies,Labels,5,32.29,0.00,196.97,78.33
ORD-2023-1137,2023-07-01,West,Oregon,Home Office,Standard Class,Furniture,Chairs,5,383.67,0.10,2106.35,88.67
ORD-2023-1137,2023-07-01,West,Oregon,Home Office,Standard Class,Furniture,Chairs,3,408.68,0.15,1271.40,-106.81
ORD-2023-1138,2023-07-05,Central,Texas,Consumer,Standard Class,Technology,Accessories,1,146.52,0.40,107.25,-16.74
ORD-2023-1139,2023-07-09,Central,Michigan,Corporate,First Class,Technology,Copiers,2,1283.42,0.15,2661.81,129.75
ORD-2023-1139,2023-07-09,Central,Michigan,Corporate,First Class,Furniture,Bookcases,4,352.43,0.00,1719.86,22.09
ORD-2023-1139,2023-07-09,Central,Michigan,Corporate,First Class,Technology,Machines,3,1471.99,0.00,5387.48,333.29
ORD-2023-1140,2023-07-13,East,New York,Corporate,Standard Class,Technology,Machines,5,250.03,0.30,1067.63,-218.42
ORD-2023-1141,2023-07-17,Central,Illinois,Corporate,Standard Class,Technology,Machines,1,1171.90,0.10,1286.75,-8.93
ORD-2023-1142,2023-07-21,East,Massachusetts,Consumer,Standard Class,Furniture,Tables,6,1061.92,0.15,6607.27,-1610.18
ORD-2023-1143,2023-07-25,East,New York,Consumer,Standard Class,Furniture,Bookcases,3,143.51,0.15,446.46,-58.61
ORD-2023-1143,2023-07-25,East,New York,Consumer,Standard Class,Office Supplies,Labels,7,5.99,0.15,43.48,10.45
ORD-2023-1143,2023-07-25,East,New York,Consumer,Standard Class,Technology,Copiers,1,2157.21,0.30,1842.26,-114.97
ORD-2023-1144,2023-07-29,South,Georgia,Home Office,First Class,Office Supplies,Art,1,38.51,0.00,46.98,9.84
ORD-2023-1144,2023-07-29,South,Georgia,Home Office,First Class,Furniture,Furnishings,7,50.28,0.30,300.57,-24.78
ORD-2023-1144,2023-07-29,South,Georgia,Home Office,First Class,Furniture,Chairs,3,223.11,0.15,694.10,9.90
ORD-2023-1145,2023-08-02,East,Pennsylvania,Consumer,Second Class,Office Supplies,Labels,6,34.32,0.00,251.22,95.85
ORD-2023-1145,2023-08-02,East,Pennsylvania,Consumer,Second Class,Technology,Machines,3,661.64,0.10,2179.44,-49.96
ORD-2023-1145,2023-08-02,East,Pennsylvania,Consumer,Second Class,Furniture,Chairs,3,189.93,0.15,590.87,-43.18
ORD-2023-1146,2023-08-06,East,New York,Corporate,Standard Class,Technology,Phones,4,582.08,0.00,2840.55,486.28
ORD-2023-1147,2023-08-10,East,Pennsylvania,Consumer,Standard Class,Furniture,Bookcases,7,290.32,0.00,2479.33,-126.99
ORD-2023-1148,2023-08-14,West,Oregon,Home Office,Standard Class,Office Supplies,Paper,5,12.24,0.00,74.66,22.19
ORD-2023-1149,2023-08-18,Central,Illinois,Corporate,First Class,Furniture,Tables,3,654.58,0.20,1916.61,-553.80
ORD-2023-1150,2023-08-22,East,New York,Consumer,Second Class,Office Supplies,Storage,7,142.71,0.10,1096.87,-19.98
ORD-2023-1150,2023-08-22,East,New York,Consumer,Second Class,Office Supplies,Art,2,41.07,0.00,100.21,28.80
ORD-2023-1151,2023-08-26,South,Florida,Home Office,First Class,Furniture,Bookcases,6,134.48,0.10,885.95,-140.35
ORD-2023-1152,2023-08-30,West,Oregon,Corporate,First Class,Technology,Machines,1,1480.29,0.00,1805.95,78.64
ORD-2023-1153,2023-09-03,West,California,Home Office,Second Class,Technology,Copiers,5,502.63,0.00,3066.04,769.33
ORD-2023-1153,2023-09-03,West,California,Home Office,Second Class,Office Supplies,Binders,7,11.69,0.30,69.88,-2.54
ORD-2023-1153,2023-09-03,West,California,Home Office,Second Class,Office Supplies,Art,4,11.58,0.00,56.51,10.81
ORD-2023-1154,2023-09-07,Central,Texas,Home Office,Second Class,Office Supplies,Appliances,5,210.28,0.10,1154.44,6.24
ORD-2023-1154,2023-09-07,Central,Texas,Home Office,Second Class,Furniture,Chairs,5,400.68,0.00,2444.15,340.98
ORD-2023-1155,2023-09-11,South,Florida,Home Office,Standard Class,Office Supplies,Appliances,7,310.67,0.00,2653.12,314.27
ORD-2023-1155,2023-09-11,South,Florida,Home Office,Standard Class,Office Supplies,Art,6,6.06,0.00,44.36,11.01
ORD-2023-1155,2023-09-11,South,Florida,Home Office,Standard Class,Office Supplies,Storage,6,228.78,0.00,1674.67,113.38
ORD-2023-1156,2023-09-15,West,Washington,Consumer,Same Day,Office Supplies,Paper,7,27.92,0.10,214.59,45.86
ORD-2023-1157,2023-09-19,Central,Texas,Consumer,Standard Class,Office Supplies,Paper,4,22.17,0.10,97.37,22.51
ORD-2023-1157,2023-09-19,Central,Texas,Consumer,Standard Class,Technology,Machines,1,436.22,0.20,425.75,-59.12
ORD-2023-1157,2023-09-19,Central,Texas,Consumer,Standard Class,Office Supplies,Paper,7,23.98,0.10,184.31,50.90
ORD-2023-1158,2023-09-23,East,Massachusetts,Consumer,Standard Class,Technology,Accessories,1,143.84,0.00,175.48,27.50
ORD-2023-1158,2023-09-23,East,Massachusetts,Consumer,Standard Class,Technology,Machines,5,1238.06,0.00,7552.17,416.35
ORD-2023-1158,2023-09-23,East,Massachusetts,Consumer,Standard Class,Furniture,Tables,1,1025.50,0.20,1000.89,-233.13
ORD-2023-1159,2023-09-27,Central,Michigan,Consumer,Standard Class,Furniture,Furnishings,3,171.61,0.00,628.09,78.98
ORD-2023-1160,2023-10-01,West,Oregon,Corporate,First Class,Office Supplies,Binders,7,13.92,0.00,118.88,33.41
ORD-2023-1161,2023-10-05,East,New York,Corporate,First Class,Office Supplies,Labels,5,14.19,0.15,73.58,15.97
ORD-2023-1162,2023-10-09,Central,Texas,Consumer,Standard Class,Furniture,Tables,4,423.95,0.20,1655.10,-492.31
ORD-2023-1163,2023-10-13,Central,Illinois,Consumer,Second Class,Technology,Phones,3,774.67,0.30,1984.70,-190.44
ORD-2023-1163,2023-10-13,Central,Illinois,Consumer,Second Class,Furniture,Tables,4,292.44,0.00,1427.11,-143.46
ORD-2023-1163,2023-10-13,Central,Illinois,Consumer,Second Class,Office Supplies,Art,7,49.36,0.00,421.53,114.28
ORD-2023-1164,2023-10-17,South,Georgia,Home Office,Standard Class,Technology,Accessories,7,29.23,0.15,212.18,17.67
ORD-2023-1164,2023-10-17,South,Georgia,Home Office,Standard Class,Office Supplies,Binders,1,33.08,0.00,40.36,10.82
ORD-2023-1164,2023-10-17,South,Georgia,Home Office,Standard Class,Furniture,Tables,1,355.72,0.15,368.88,-80.43
ORD-2023-1165,2023-10-21,Central,Illinois,Consumer,Second Class,Office Supplies,Labels,2,4.60,0.00,11.22,3.76
ORD-2023-1165,2023-10-21,Central,Illinois,Consumer,Second Class,Office Supplies,Labels,3,17.01,0.15,52.92,13.76
ORD-2023-1166,2023-10-25,West,Oregon,Consumer,Standard Class,Technology,Machines,2,283.57,0.00,691.91,30.55
ORD-2023-1166,2023-10-25,West,Oregon,Consumer,Standard Class,Office Supplies,Art,6,39.32,0.00,287.82,69.47
ORD-2023-1166,2023-10-25,West,Oregon,Consumer,Standard Class,Office Supplies,Binders,2,70.97,0.00,173.17,39.86
ORD-2023-1167,2023-10-29,East,New York,Consumer,Standard Class,Technology,Accessories,4,139.09,0.00,678.76,139.96
ORD-2023-1168,2023-11-02,East,Massachusetts,Consumer,Second Class,Office Supplies,Paper,7,13.68,0.10,141.95,34.07
ORD-2023-1168,2023-11-02,East,Massachusetts,Consumer,Second Class,Office Supplies,Binders,2,19.10,0.15,53.48,6.77
ORD-2023-1168,2023-11-02,East,Massachusetts,Consumer,Second Class,Office Supplies,Labels,2,7.30,0.00,24.05,7.28
ORD-2023-1169,2023-11-06,Central,Texas,Corporate,Standard Class,Technology,Phones,7,290.63,0.20,2680.54,-97.28
ORD-2023-1170,2023-11-10,Central,Texas,Consumer,Standard Class,Office Supplies,Art,4,23.44,0.00,154.42,36.01
ORD-2023-1171,2023-11-14,South,Florida,Corporate,Second Class,Office Supplies,Binders,5,56.70,0.00,466.92,145.45
ORD-2023-1171,2023-11-14,South,Florida,Corporate,Second Class,Office Supplies,Binders,6,81.20,0.10,722.18,147.82
ORD-2023-1172,2023-11-18,South,Virginia,Consumer,Standard Class,Office Supplies,Appliances,6,253.83,0.00,2508.35,333.98
ORD-2023-1172,2023-11-18,South,Virginia,Consumer,Standard Class,Furniture,Chairs,5,306.06,0.00,2520.40,244.60
ORD-2023-1173,2023-11-22,West,Washington,Corporate,Standard Class,Technology,Copiers,5,814.53,0.00,6707.65,1592.92
ORD-2023-1173,2023-11-22,West,Washington,Corporate,Standard Class,Technology,Machines,3,1115.14,0.00,5509.91,54.88
ORD-2023-1173,2023-11-22,West,Washington,Corporate,Standard Class,Technology,Phones,3,632.47,0.00,3125.03,466.15
ORD-2023-1174,2023-11-26,East,New York,Home Office,Second Class,Office Supplies,Paper,7,9.90,0.10,102.72,21.43
ORD-2023-1174,2023-11-26,East,New York,Home Office,Second Class,Furniture,Bookcases,5,488.87,0.00,4025.84,0.52
ORD-2023-1174,2023-11-26,East,New York,Home Office,Second Class,Office Supplies,Appliances,1,192.31,0.20,253.39,-3.70
ORD-2023-1175,2023-11-30,Central,Michigan,Consumer,Standard Class,Office Supplies,Labels,1,25.17,0.00,41.45,14.99
ORD-2023-1175,2023-11-30,Central,Michigan,Consumer,Standard Class,Office Supplies,Art,2,25.51,0.00,84.03,21.34
ORD-2023-1175,2023-11-30,Central,Michigan,Consumer,Standard Class,Technology,Phones,2,468.36,0.30,1079.94,-77.92
ORD-2023-1176,2023-12-04,Central,Michigan,Consumer,Second Class,Office Supplies,Storage,3,197.39,0.00,975.30,84.15
ORD-2023-1176,2023-12-04,Central,Michigan,Consumer,Second Class,Furniture,Chairs,5,152.83,0.00,1258.56,104.56
ORD-2023-1176,2023-12-04,Central,Michigan,Consumer,Second Class,Technology,Copiers,1,1254.92,0.30,1446.80,-87.59
ORD-2023-1177,2023-12-08,Central,Illinois,Consumer,Standard Class,Furniture,Chairs,1,509.04,0.00,838.39,123.95
ORD-2023-1177,2023-12-08,Central,Illinois,Consumer,Standard Class,Office Supplies,Paper,4,19.82,0.00,130.57,45.74
ORD-2023-1178,2023-12-12,East,Massachusetts,Home Office,Standard Class,Furniture,Chairs,1,258.17,0.00,425.21,60.86
ORD-2023-1178,2023-12-12,East,Massachusetts,Home Office,Standard Class,Furniture,Furnishings,4,81.23,0.30,374.60,-48.15
ORD-2023-1178,2023-12-12,East,Massachusetts,Home Office,Standard Class,Technology,Copiers,1,929.09,0.00,1530.21,361.71
ORD-2023-1179,2023-12-16,East,Massachusetts,Consumer,Second Class,Technology,Accessories,2,111.57,0.00,367.51,63.90
ORD-2023-1179,2023-12-16,East,Massachusetts,Consumer,Second Class,Office Supplies,Labels,3,14.43,0.00,71.30,21.78
ORD-2023-1179,2023-12-16,East,Massachusetts,Consumer,Second Class,Office Supplies,Binders,7,68.30,0.00,787.43,205.38
ORD-2023-1180,2023-12-20,West,Oregon,Consumer,Standard Class,Technology,Phones,7,666.02,0.00,7678.54,999.88
ORD-2023-1181,2023-12-24,Central,Illinois,Home Office,Standard Class,Furniture,Bookcases,5,227.08,0.00,1870.00,55.88
ORD-2023-1181,2023-12-24,Central,Illinois,Home Office,Standard Class,Technology,Copiers,6,1853.25,0.00,18313.82,4066.79
ORD-2023-1182,2023-12-28,West,Washington,Corporate,Second Class,Furniture,Bookcases,1,677.56,0.10,1004.35,-90.22
ORD-2023-1182,2023-12-28,West,Washington,Corporate,Second Class,Technology,Machines,5,1546.77,0.00,12737.65,1020.42
ORD-2023-1182,2023-12-28,West,Washington,Corporate,Second Class,Office Supplies,Appliances,1,256.28,0.00,422.09,67.45
ORD-2024-1183,2024-01-01,West,California,Corporate,Standard Class,Office Supplies,Labels,4,17.76,0.20,69.56,10.61
ORD-2024-1183,2024-01-01,West,California,Corporate,Standard Class,Technology,Machines,7,1706.08,0.20,11694.15,-1993.33
ORD-2024-1183,2024-01-01,West,California,Corporate,Standard Class,Office Supplies,Appliances,4,309.43,0.20,1211.98,-114.79
ORD-2024-1184,2024-01-05,East,New York,Consumer,Second Class,Furniture,Chairs,4,370.05,0.00,1811.76,132.09
ORD-2024-1184,2024-01-05,East,New York,Consumer,Second Class,Office Supplies,Appliances,1,336.42,0.00,411.78,36.13
ORD-2024-1184,2024-01-05,East,New York,Consumer,Second Class,Office Supplies,Art,5,29.15,0.00,178.40,37.19
ORD-2024-1185,2024-01-09,East,Pennsylvania,Consumer,First Class,Furniture,Bookcases,6,569.34,0.15,3554.05,-485.39
ORD-2024-1186,2024-01-13,East,Pennsylvania,Corporate,Standard Class,Office Supplies,Labels,7,19.72,0.40,101.38,-1.64
ORD-2024-1186,2024-01-13,East,Pennsylvania,Corporate,Standard Class,Furniture,Chairs,5,415.47,0.10,2288.41,23.54
ORD-2024-1187,2024-01-17,Central,Michigan,Consumer,Standard Class,Office Supplies,Art,3,8.02,0.20,23.56,0.74
ORD-2024-1187,2024-01-17,Central,Michigan,Consumer,Standard Class,Furniture,Furnishings,1,22.62,0.00,27.69,2.58
ORD-2024-1188,2024-01-21,East,Pennsylvania,Corporate,Standard Class,Office Supplies,Art,4,10.35,0.10,45.61,5.96
ORD-2024-1189,2024-01-25,East,New York,Corporate,Second Class,Technology,Accessories,5,59.08,0.00,361.57,51.51
ORD-2024-1189,2024-01-25,East,New York,Corporate,Second Class,Office Supplies,Appliances,5,96.13,0.20,470.65,-12.92
ORD-2024-1190,2024-01-29,South,Florida,Consumer,Standard Class,Office Supplies,Appliances,7,323.73,0.00,2773.72,248.94
ORD-2024-1190,2024-01-29,South,Florida,Consumer,Standard Class,Technology,Phones,1,636.87,0.00,779.53,92.28
ORD-2024-1190,2024-01-29,South,Florida,Consumer,Standard Class,Office Supplies,Labels,3,38.24,0.00,140.42,47.08
ORD-2024-1191,2024-02-02,South,Florida,Consumer,Standard Class,Office Supplies,Storage,1,225.40,0.20,220.71,-28.15
ORD-2024-1191,2024-02-02,South,Florida,Consumer,Standard Class,Office Supplies,Storage,6,118.21,0.00,868.13,118.11
ORD-2024-1191,2024-02-02,South,Florida,Consumer,Standard Class,Furniture,Bookcases,2,546.34,0.30,936.21,-258.05
ORD-2024-1192,2024-02-06,East,New York,Consumer,Second Class,Furniture,Tables,1,240.55,0.15,250.27,-43.42
ORD-2024-1192,2024-02-06,East,New York,Consumer,Second Class,Office Supplies,Art,3,47.66,0.15,148.76,12.43
ORD-2024-1193,2024-02-10,West,California,Consumer,Standard Class,Technology,Phones,1,884.24,0.10,974.08,30.00
ORD-2024-1193,2024-02-10,West,California,Consumer,Standard Class,Furniture,Bookcases,1,674.89,0.00,826.07,-4.77
ORD-2024-1193,2024-02-10,West,California,Consumer,Standard Class,Technology,Machines,6,273.20,0.00,2006.38,181.32
ORD-2024-1194,2024-02-14,East,New York,Corporate,Standard Class,Office Supplies,Appliances,5,219.73,0.00,1344.75,163.98
ORD-2024-1194,2024-02-14,East,New York,Corporate,Standard Class,Furniture,Chairs,2,448.27,0.20,877.89,-29.16
ORD-2024-1194,2024-02-14,East,New York,Corporate,Standard Class,Office Supplies,Appliances,5,403.74,0.00,2470.89,417.06
ORD-2024-1195,2024-02-18,West,Washington,Corporate,First Class,Office Supplies,Binders,6,15.18,0.00,111.48,36.72
ORD-2024-1195,2024-02-18,West,Washington,Corporate,First Class,Technology,Copiers,6,2214.42,0.00,16262.70,4144.02
ORD-2024-1196,2024-02-22,Central,Michigan,Consumer,Standard Class,Office Supplies,Storage,2,113.30,0.15,235.75,-12.66
ORD-2024-1196,2024-02-22,Central,Michigan,Consumer,Standard Class,Office Supplies,Art,1,6.31,0.30,5.41,-0.04
ORD-2024-1196,2024-02-22,Central,Michigan,Consumer,Standard Class,Technology,Accessories,7,138.63,0.00,1187.78,281.73
ORD-2024-1197,2024-02-26,East,New York,Consumer,Standard Class,Office Supplies,Storage,2,46.38,0.10,102.18,-1.41
ORD-2024-1197,2024-02-26,East,New York,Consumer,Standard Class,Furniture,Chairs,6,171.57,0.20,1008.01,-102.41
ORD-2024-1197,2024-02-26,East,New York,Consumer,Standard Class,Office Supplies,Art,2,26.71,0.00,65.39,17.62
ORD-2024-1198,2024-03-01,East,Massachusetts,Corporate,First Class,Office Supplies,Paper,3,58.20,0.00,251.42,81.19
ORD-2024-1199,2024-03-05,Central,Texas,Home Office,Second Class,Technology,Copiers,2,2349.51,0.00,6766.59,1752.95
ORD-2024-1199,2024-03-05,Central,Texas,Home Office,Second Class,Office Supplies,Labels,5,26.67,0.15,163.22,32.99
ORD-2024-1199,2024-03-05,Central,Texas,Home Office,Second Class,Office Supplies,Storage,2,153.39,0.20,353.41,-38.75
ORD-2024-1200,2024-03-09,Central,Illinois,Corporate,Standard Class,Office Supplies,Storage,6,161.13,0.00,1392.16,194.68
ORD-2024-1200,2024-03-09,Central,Illinois,Corporate,Standard Class,Furniture,Tables,5,758.18,0.00,5458.90,-704.23
ORD-2024-1201,2024-03-13,Central,Michigan,Home Office,Standard Class,Office Supplies,Appliances,4,295.48,0.15,1446.67,-71.05
ORD-2024-1201,2024-03-13,Central,Michigan,Home Office,Standard Class,Office Supplies,Binders,3,32.28,0.20,111.56,9.63
ORD-2024-1202,2024-03-17,East,Massachusetts,Corporate,First Class,Technology,Accessories,3,48.52,0.15,178.17,4.12
ORD-2024-1202,2024-03-17,East,Massachusetts,Corporate,First Class,Office Supplies,Art,6,26.18,0.15,192.27,27.32
ORD-2024-1202,2024-03-17,East,Massachusetts,Corporate,First Class,Office Supplies,Art,2,29.74,0.20,68.52,3.45
ORD-2024-1203,2024-03-21,East,Pennsylvania,Consumer,Standard Class,Furniture,Furnishings,1,151.97,0.00,218.84,34.76
ORD-2024-1203,2024-03-21,East,Pennsylvania,Consumer,Standard Class,Office Supplies,Labels,3,34.33,0.00,148.31,47.48
ORD-2024-1203,2024-03-21,East,Pennsylvania,Consumer,Standard Class,Technology,Machines,6,904.77,0.00,7817.21,43.28
ORD-2024-1204,2024-03-25,Central,Michigan,Corporate,Second Class,Technology,Machines,7,1083.02,0.20,8733.47,-1315.42
ORD-2024-1204,2024-03-25,Central,Michigan,Corporate,Second Class,Furniture,Chairs,4,493.83,0.10,2560.01,-17.12
ORD-2024-1204,2024-03-25,Central,Michigan,Corporate,Second Class,Technology,Machines,5,702.72,0.00,5059.58,19.15
ORD-2024-1205,2024-03-29,East,New York,Consumer,Standard Class,Furniture,Bookcases,4,643.50,0.10,3335.90,-381.70
ORD-2024-1206,2024-04-02,West,California,Consumer,Standard Class,Office Supplies,Labels,7,36.35,0.10,329.77,97.07
ORD-2024-1207,2024-04-06,West,Washington,Home Office,Standard Class,Office Supplies,Paper,2,44.43,0.15,108.76,15.27
